ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3,Training_Sample,Gang_Affiliated_Missing,Avg_Days_per_DrugTest_Missing,DrugTests_THC_Positive_Missing,DrugTests_Cocaine_Positive_Missing,DrugTests_Meth_Positive_Missing,DrugTests_Other_Positive_Missing,Prison_Offense_Missing
3718,M,WHITE,48 or older,17,False,1.0,Standard,At least some college,3 or more,Other,More than 3 years,5,3,2,2,0,0,False,False,1,2,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False,1,0,0,0,0,0,0,1
3449,M,BLACK,33-37,3,True,9.0,Standard,High School Diploma,0,Property,Greater than 2 to 3 years,10 or more,2,1,1,5 or more,5 or more,False,False,1,3,False,0,2 or more,False,False,False,True,False,True,True,False,False,False,False,False,0,0,0,1,87.93333333,0.13333334,0.0,0.0,0.0,0.044730857,0.276914329,False,False,False,False,False,0,0,0,0,0,0,0,0
3450,M,BLACK,33-37,3,False,9.0,Specialized,Less than HS diploma,2,Drug,Greater than 2 to 3 years,3,5,2,1,3,1,False,False,1,2,False,1,2 or more,False,False,False,False,False,True,True,False,False,True,True,False,4 or more,10 or more,1,0,95.57142857,0.357142866,0.0,0.0,0.0,0.463378176,0.272982063,False,False,False,False,False,0,0,0,0,0,0,0,0
3451,M,BLACK,48 or older,3,False,5.0,Standard,Less than HS diploma,0,Property,More than 3 years,4,4,2,2,0,1,False,False,2,3,True,1,0,True,False,False,False,False,True,False,True,True,False,False,False,0,0,0,0,68.86754816,0.110739369,0.056280227,0.00817348,0.009652548,0.0,0.0,False,True,True,False,False,1,0,1,1,1,1,1,0
3452,M,BLACK,43-47,12,False,10.0,Specialized,High School Diploma,0,Property,1-2 years,10 or more,6 or more,0,5 or more,5 or more,3,False,False,3 or more,3,False,2,2 or more,True,False,False,False,False,True,False,False,False,False,False,False,0,0,0,1,32.32258065,0.0,0.0,0.0,0.0,1.0,1.82260479,False,False,False,False,False,1,0,0,0,0,0,0,0
3453,M,BLACK,28-32,3,True,7.0,Specialized,Less than HS diploma,1,Property,More than 3 years,8,1,0,1,4,1,False,False,3 or more,1,False,0,2 or more,False,False,False,True,False,True,True,True,True,False,True,False,4 or more,10 or more,3 or more,3 or more,101.237506515,0.064516127,0.032258064,0.0,0.032258064,,,False,False,False,False,False,1,0,1,0,0,0,0,1
3454,M,BLACK,33-37,20,False,10.0,Specialized,High School Diploma,2,Property,Greater than 2 to 3 years,10 or more,2,0,5 or more,1,2,False,True,3 or more,4 or more,True,3 or more,1,True,True,False,False,False,False,True,True,True,True,False,False,4 or more,0,0,3 or more,28.5,0.166666672,0.0,0.0,0.0,0.865497076,1.0,False,True,False,False,True,0,0,0,0,0,0,0,0
3455,M,BLACK,28-32,25,False,10.0,Specialized,Less than HS diploma,2,Drug,Greater than 2 to 3 years,10 or more,3,0,0,5 or more,5 or more,False,False,2,0,False,0,2 or more,False,False,False,False,False,True,False,False,False,True,False,False,4 or more,10 or more,3 or more,0,47.44444444,0.333333343,0.0,0.0,0.0,0.990632319,0.855386417,False,True,False,True,False,0,0,0,0,0,0,0,0
3456,M,WHITE,48 or older,20,False,3.0,,Less than HS diploma,0,Property,Less than 1 year,4,0,0,1,0,3,False,False,3 or more,0,False,1,0,True,False,False,False,False,True,False,False,False,False,False,False,0,0,0,2,184.5,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False,1,0,0,0,0,0,0,0
3457,M,WHITE,43-47,18,False,3.0,Specialized,At least some college,1,Violent/Sex,More than 3 years,4,0,1,1,0,1,False,False,0,0,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,,,2.02e-07,3.552e-06,0.032772157,1.0,1.0,False,False,False,False,False,1,0,1,1,1,1,1,0
3458,M,BLACK,28-32,6,True,10.0,Specialized,High School Diploma,1,Property,Greater than 2 to 3 years,6,4,0,3,2,5 or more,False,True,3 or more,2,False,1,2 or more,True,False,False,True,False,True,False,False,False,True,False,False,4 or more,0,0,1,91.66666667,0.666666687,0.333333343,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0,0
3459,M,BLACK,48 or older,17,False,3.0,,Less than HS diploma,0,Drug,Greater than 2 to 3 years,9,3,1,2,2,5 or more,False,False,2,3,False,1,0,True,False,False,False,False,True,False,False,False,False,False,False,3,0,0,2,,0.155912965,0.000620355,0.004674282,0.031721972,0.0,0.0,False,True,True,False,False,0,0,1,1,1,1,1,0
3460,F,WHITE,48 or older,5,False,10.0,Standard,High School Diploma,1,Property,1-2 years,10 or more,3,0,5 or more,0,5 or more,False,False,3 or more,3,False,3 or more,0,False,False,False,True,False,True,True,True,False,False,False,False,0,3,0,2,20.6,0.0,0.200000003,0.0,0.0,1.0,1.0,True,True,True,False,False,0,1,0,0,0,0,0,0
3461,M,BLACK,38-42,10,False,3.0,Specialized,Less than HS diploma,2,,1-2 years,8,2,3 or more,0,0,0,False,False,3 or more,1,True,0,0,False,True,False,False,False,False,False,True,True,False,False,False,4 or more,5,0,0,14.14285714,0.285714298,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0,1
3462,M,BLACK,28-32,1,False,7.0,High,High School Diploma,0,Other,More than 3 years,6,3,0,0,5 or more,1,False,True,1,1,False,0,2 or more,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,3 or more,181.3846154,0.0,0.0,0.0,0.0,0.678541137,0.929389313,True,False,False,False,False,0,0,0,0,0,0,0,0
3463,M,BLACK,33-37,9,False,5.0,Standard,Less than HS diploma,3 or more,Drug,Less than 1 year,10 or more,6 or more,0,2,3,5 or more,False,False,1,4 or more,False,1,2 or more,False,False,False,False,False,True,False,False,False,False,False,False,3,0,0,0,92.360440813,0.474968106,0.029462183,0.087895974,0.000849026,0.0,0.0,False,False,False,False,False,1,0,1,1,1,1,1,0
3464,M,BLACK,28-32,22,True,5.0,Standard,Less than HS diploma,2,Violent/Non-Sex,1-2 years,10 or more,3,2,0,4,5 or more,False,True,2,2,False,0,2 or more,True,False,False,False,False,True,True,False,False,False,True,False,4 or more,6,0,2,57.63636364,0.0,0.0,0.0,0.0,1.0,1.152208202,False,False,False,False,False,1,0,0,0,0,0,0,0
3465,M,BLACK,33-37,8,False,9.0,Specialized,Less than HS diploma,0,Drug,More than 3 years,8,1,1,0,5 or more,0,False,False,2,0,False,0,2 or more,False,False,False,True,False,False,True,False,False,False,False,False,2,0,0,0,278.4285714,0.0,0.0,0.0,0.0,0.820933812,0.187403797,False,False,False,False,False,1,0,0,0,0,0,0,0
3466,M,BLACK,28-32,11,False,7.0,High,High School Diploma,3 or more,Other,1-2 years,10 or more,3,1,5 or more,2,4,False,True,1,1,False,1,1,True,False,True,False,False,True,True,False,False,False,False,False,0,0,0,0,,0.282150673,1.754e-06,0.0,0.009636605,0.323333333,0.60875,False,False,False,False,False,1,0,1,1,1,1,1,0
3467,M,WHITE,28-32,12,False,10.0,Specialized,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,10 or more,6 or more,0,5 or more,2,5 or more,False,False,3 or more,3,False,3 or more,2 or more,True,False,False,False,False,True,False,False,False,True,False,False,4 or more,3,2,3 or more,157.3333333,0.166666672,0.0,0.333333343,0.0,0.327330508,0.773834746,False,True,True,False,False,1,0,0,0,0,0,0,1
3468,M,WHITE,48 or older,21,False,2.0,Standard,High School Diploma,0,Property,Less than 1 year,10 or more,6 or more,3 or more,5 or more,5 or more,4,False,False,3 or more,4 or more,True,3 or more,2 or more,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,,0.11985798,0.019860325,0.000600145,0.079825746,0.0,0.0,False,False,False,False,False,0,0,1,1,1,1,1,0
3469,M,WHITE,33-37,24,False,8.0,High,High School Diploma,2,Property,1-2 years,9,2,1,3,1,5 or more,False,False,2,3,False,2,1,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,2,202.5,0.0,0.0,0.0,0.0,0.041975309,0.901851852,False,True,True,False,False,1,0,0,0,0,0,0,0
3470,M,BLACK,28-32,19,False,8.0,High,Less than HS diploma,0,Drug,Less than 1 year,6,0,0,0,3,5 or more,False,False,2,0,False,0,2 or more,True,False,False,True,False,True,False,False,False,False,False,False,0,9,2,0,92.5,0.0,0.0,0.0,0.0,0.972972973,0.987162162,False,True,False,True,False,0,0,0,0,0,0,0,0
3471,F,BLACK,28-32,20,True,,,At least some college,2,Property,Less than 1 year,10 or more,6 or more,0,5 or more,0,3,False,False,2,3,False,3 or more,0,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,1,144.982645224,0.301555823,0.004647062,,0.006467128,0.0,0.0,False,True,True,False,False,0,1,1,1,1,1,1,0
3472,M,BLACK,33-37,5,False,5.0,Standard,Less than HS diploma,2,Other,1-2 years,10 or more,6 or more,2,4,2,5 or more,False,True,3 or more,4 or more,False,3 or more,2 or more,True,False,True,False,False,True,True,False,False,False,False,False,0,0,0,0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0,0,0,0,0,0
3473,F,WHITE,48 or older,8,,2.0,Standard,At least some college,3 or more,Other,Less than 1 year,3,6 or more,0,0,2,4,False,False,0,4 or more,False,0,1,True,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,,0.09331508,8.84e-07,5.1828e-05,0.027083029,0.897360704,1.0,False,False,False,False,False,1,1,1,1,1,1,1,0
3474,M,BLACK,38-42,3,False,5.0,Specialized,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,False,True,0,0,True,0,0,False,False,True,False,False,False,False,False,True,False,True,False,0,0,0,3 or more,31.29411765,0.0,0.0,0.0,0.0,0.693609023,1.373120301,False,False,False,False,False,1,0,0,0,0,0,0,0
3475,F,BLACK,28-32,21,True,5.0,Standard,Less than HS diploma,0,Drug,1-2 years,5,5,0,2,3,1,False,False,0,4 or more,False,1,1,True,False,False,False,False,True,True,True,False,False,False,False,2,10 or more,2,1,36.55555556,0.027777778,0.0,0.0,0.0,0.66337386,0.277545593,False,False,False,False,False,1,1,0,0,0,0,0,0
3476,M,WHITE,28-32,22,True,10.0,Specialized,Less than HS diploma,0,Other,More than 3 years,10 or more,1,0,5 or more,1,5 or more,False,False,3 or more,0,False,3 or more,1,True,False,False,False,False,True,True,True,True,False,False,False,4 or more,0,0,0,71.75,0.5,0.0,0.25,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0,0
3477,M,BLACK,33-37,7,False,7.0,High,Less than HS diploma,1,Property,1-2 years,10 or more,4,0,2,5 or more,2,False,False,3 or more,3,False,1,2 or more,True,False,False,False,False,True,False,False,False,False,False,True,0,9,2,0,213.6,0.0,0.0,0.0,0.0,0.45411985,0.341994382,False,True,False,True,False,0,0,0,0,0,0,0,0
3478,M,BLACK,28-32,17,True,7.0,Standard,At least some college,1,Drug,1-2 years,9,1,0,0,5 or more,4,False,True,2,3,False,0,2 or more,True,False,False,False,False,True,False,False,False,False,False,True,0,0,0,3 or more,134.286005584,0.075670517,0.000512297,0.000210937,0.005390158,1.0,0.608243131,False,False,False,False,False,1,0,1,1,1,1,1,0
3479,M,WHITE,43-47,17,False,6.0,Standard,High School Diploma,3 or more,Other,1-2 years,10 or more,4,0,0,5 or more,5 or more,False,True,3 or more,3,False,0,2 or more,True,False,True,False,False,True,True,False,False,False,False,False,0,7,0,1,68.3,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0,0
3480,M,BLACK,43-47,8,False,4.0,High,High School Diploma,0,Property,1-2 years,10 or more,6 or more,0,5 or more,0,5 or more,False,False,3 or more,4 or more,False,3 or more,0,True,False,False,False,False,True,True,False,False,False,False,False,4 or more,9,3 or more,1,30.25,0.375,0.375,0.0,0.0,0.838842975,2.0,False,True,True,False,False,1,0,0,0,0,0,0,0
3481,M,BLACK,48 or older,1,False,1.0,Standard,High School Diploma,3 or more,Drug,More than 3 years,3,1,2,0,0,0,True,False,0,2,True,0,0,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,3 or more,35.83333333,0.0,0.0,0.0,0.0,1.0,1.0,True,True,True,False,False,0,0,0,0,0,0,0,1
3482,M,BLACK,28-32,10,False,10.0,Specialized,Less than HS diploma,2,Other,Greater than 2 to 3 years,10 or more,1,1,3,5 or more,3,False,True,0,0,False,0,2 or more,False,False,True,True,False,False,False,False,False,True,False,False,0,6,0,0,28.5,0.0,0.071428575,0.0,0.0,0.786967419,1.830827068,False,False,False,False,False,1,0,0,0,0,0,0,0
3483,M,BLACK,33-37,17,False,9.0,Specialized,High School Diploma,3 or more,Drug,1-2 years,7,3,2,0,4,4,False,False,0,0,False,0,2 or more,False,False,False,True,False,True,False,False,False,False,False,False,4 or more,0,0,2,21.100039763,0.070034626,0.000503271,0.000150903,3.736e-06,1.0,2.0,False,True,True,False,False,1,0,1,1,1,1,1,0
3484,M,BLACK,28-32,6,True,9.0,Specialized,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,7,0,1,2,2,0,False,False,0,0,True,0,0,False,False,True,False,False,True,True,True,False,False,False,False,1,6,0,0,46.03030303,0.030303031,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0,0,0,0,0,0
3485,M,BLACK,28-32,4,False,6.0,High,Less than HS diploma,1,Property,1-2 years,6,1,2,2,0,3,False,True,1,0,False,1,0,True,False,True,True,False,True,False,False,False,False,False,False,0,2,2,1,275.3333333,0.333333343,0.333333343,0.0,0.0,0.234866828,0.442191283,False,True,True,False,False,1,0,0,0,0,0,0,0
3486,M,WHITE,48 or older,4,False,3.0,,High School Diploma,0,Violent/Non-Sex,More than 3 years,9,6 or more,2,5 or more,0,4,False,False,3 or more,4 or more,True,3 or more,0,True,False,False,False,False,False,False,False,False,False,False,False,4 or more,0,0,0,163.113976835,0.473331755,0.008926168,0.021824887,0.068525258,0.0,0.0,False,True,False,True,False,1,0,1,1,1,1,1,0
3487,M,BLACK,33-37,19,False,4.0,Standard,Less than HS diploma,3 or more,Drug,Less than 1 year,10 or more,6 or more,3 or more,0,3,5 or more,True,False,3 or more,2,False,0,2 or more,True,False,False,False,True,True,True,False,False,False,False,False,0,3,3 or more,0,60.83333333,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0,0
3488,M,BLACK,38-42,2,False,4.0,Standard,At least some college,0,Drug,Greater than 2 to 3 years,2,1,0,0,1,0,False,True,1,1,False,0,1,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,1,162.125,0.0,0.0,0.0,0.0,0.616808019,0.422417116,False,False,False,False,False,0,0,0,0,0,0,0,0
3489,M,BLACK,38-42,23,False,6.0,High,High School Diploma,2,,More than 3 years,2,1,0,0,3,1,False,False,1,0,False,0,2 or more,False,False,False,False,False,True,True,False,False,False,False,False,0,0,0,0,96.14285714,0.0,0.0,0.0,0.0,0.952451709,0.542719168,True,False,False,False,False,1,0,0,0,0,0,0,1
3490,M,BLACK,28-32,20,False,8.0,High,Less than HS diploma,1,Property,1-2 years,7,6 or more,1,3,5 or more,3,False,False,3 or more,3,True,2,2 or more,True,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,257.5714286,0.0,0.0,0.0,0.0,0.281198003,0.202579035,False,True,False,False,True,0,0,0,0,0,0,0,1
3491,M,BLACK,48 or older,25,False,5.0,Specialized,Less than HS diploma,1,Property,More than 3 years,10 or more,6 or more,2,5 or more,2,5 or more,False,False,3 or more,4 or more,True,3 or more,1,True,False,False,False,False,True,True,True,False,False,False,False,0,0,0,0,55.295448661,0.0,0.0,0.0,0.0,0.0,,True,False,False,False,False,1,0,1,0,0,0,0,0
3492,M,BLACK,33-37,4,False,5.0,,High School Diploma,2,Other,Less than 1 year,10 or more,6 or more,3 or more,5 or more,4,5 or more,True,False,3 or more,4 or more,True,3 or more,2 or more,True,True,False,False,False,False,True,False,False,False,False,False,0,0,0,1,68.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0,0,0,0,0,0
3493,M,WHITE,48 or older,23,False,2.0,Standard,High School Diploma,2,Drug,Less than 1 year,10 or more,6 or more,1,5 or more,4,5 or more,False,False,3 or more,1,False,3 or more,1,False,False,False,False,False,True,True,False,False,False,False,False,4 or more,0,0,1,,0.0692122,3.6895e-05,0.001282682,0.003014387,0.628032345,0.984501348,False,False,False,False,False,1,0,1,1,1,1,1,0
3494,M,BLACK,28-32,6,False,4.0,,At least some college,0,Property,Less than 1 year,1,1,0,1,0,0,False,False,0,1,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,17.76923077,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,1,0,0,0,0,0,0,0
3495,M,BLACK,48 or older,5,False,10.0,Specialized,Less than HS diploma,3 or more,Property,More than 3 years,10 or more,6 or more,3 or more,5 or more,0,1,False,False,3 or more,4 or more,True,3 or more,0,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,3 or more,101.6,0.0,0.0,0.0,0.0,0.3667979,0.239665354,True,True,False,True,False,1,0,0,0,0,0,0,0
3496,M,WHITE,48 or older,12,False,6.0,High,High School Diploma,1,Property,More than 3 years,10 or more,6 or more,3 or more,5 or more,5 or more,5 or more,False,True,3 or more,4 or more,True,3 or more,0,True,False,True,False,False,True,True,False,False,False,False,False,0,5,2,1,130.0,0.0,0.0,0.0,0.0,0.835897436,0.936538462,True,True,False,False,True,0,0,0,0,0,0,0,0
3497,F,BLACK,28-32,21,False,8.0,High,At least some college,0,Drug,1-2 years,2,0,0,0,1,0,False,False,0,0,False,0,2 or more,False,False,False,False,False,True,False,False,False,False,False,False,0,5,1,0,10.75,0.0,0.0,0.0,0.0,1.0,2.0,False,True,False,True,False,1,1,0,0,0,0,0,0
3498,M,BLACK,48 or older,12,False,9.0,High,High School Diploma,3 or more,Other,1-2 years,10 or more,6 or more,1,5 or more,3,5 or more,False,False,3 or more,4 or more,False,3 or more,2 or more,True,False,False,True,False,True,False,False,False,False,False,False,4 or more,6,0,3 or more,74.91666667,0.0,0.083333336,0.0,0.0,0.755283648,0.406284761,True,True,False,False,True,1,0,0,0,0,0,0,0
3499,M,BLACK,48 or older,4,False,5.0,Standard,Less than HS diploma,2,Property,1-2 years,10 or more,6 or more,0,5 or more,0,4,False,False,3 or more,4 or more,False,3 or more,0,True,False,False,False,False,True,True,False,False,False,False,False,0,0,0,1,232.4,0.0,0.0,0.0,0.0,0.996557659,0.628657487,False,False,False,False,False,1,0,0,0,0,0,0,0
3500,M,BLACK,48 or older,5,False,7.0,High,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,7,1,1,3,3,2,False,False,3 or more,1,True,1,2 or more,True,False,False,True,True,True,False,False,False,False,False,False,0,9,0,0,103.8,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,True,1,0,0,0,0,0,0,0
3501,M,WHITE,48 or older,7,False,5.0,Standard,Less than HS diploma,0,Other,More than 3 years,10 or more,5,1,5 or more,1,0,False,False,1,0,False,3 or more,0,False,False,True,False,False,True,True,False,False,False,False,True,0,9,0,1,250.0,0.0,0.0,0.0,0.0,0.768,0.7305,True,True,False,True,False,1,0,0,0,0,0,0,0
3502,M,BLACK,48 or older,12,False,3.0,,At least some college,1,Property,1-2 years,8,1,0,5 or more,0,0,False,False,1,0,False,2,0,False,False,False,False,False,False,False,True,False,False,False,False,0,3,0,1,121.6666667,0.0,0.0,0.0,0.0,0.814611872,0.333561644,True,False,False,False,False,1,0,0,0,0,0,0,0
3503,M,BLACK,48 or older,21,False,6.0,High,High School Diploma,0,Property,1-2 years,10 or more,6 or more,3 or more,5 or more,2,5 or more,False,True,3 or more,4 or more,False,3 or more,0,True,False,False,True,False,True,True,True,False,False,True,True,4 or more,10 or more,0,1,188.5,0.0,0.25,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0,0,0,0,0,0
3504,M,WHITE,48 or older,17,False,5.0,Standard,Less than HS diploma,2,Drug,Greater than 2 to 3 years,2,6 or more,0,0,3,2,False,False,1,3,False,0,1,True,False,False,False,False,True,True,False,False,False,False,False,0,10 or more,0,0,72.86666667,0.0,0.0,0.0,0.06666667,0.0,0.0,True,True,False,False,True,1,0,0,0,0,0,0,0
3505,M,BLACK,48 or older,8,False,4.0,High,High School Diploma,2,Property,1-2 years,10 or more,6 or more,3 or more,5 or more,1,1,False,False,3 or more,4 or more,True,3 or more,0,False,False,False,False,False,False,False,False,False,False,False,False,4 or more,0,0,2,143.6,0.0,0.0,0.0,0.0,1.0,1.017409471,False,False,False,False,False,1,0,0,0,0,0,0,0
3507,M,WHITE,48 or older,17,False,5.0,Standard,Less than HS diploma,0,Other,1-2 years,9,6 or more,3 or more,1,5 or more,4,True,True,3 or more,2,False,1,2 or more,False,False,True,False,False,True,True,False,False,False,False,False,0,7,0,0,55.83333333,0.0,0.0,0.0,0.0,0.419402985,0.545149254,True,True,True,False,False,0,0,0,0,0,0,0,0
3508,M,BLACK,48 or older,18,False,3.0,Specialized,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,7,1,2,1,0,4,False,False,1,0,False,0,0,True,False,False,False,False,True,False,True,True,False,False,False,4 or more,3,0,0,291.0,0.333333343,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,1,0,0,0,0,0,0,0
7313,M,BLACK,28-32,6,True,6.0,Standard,Less than HS diploma,1,Property,Less than 1 year,3,1,0,2,0,1,False,False,1,0,False,0,0,True,False,False,False,False,True,False,False,False,False,False,False,3,0,0,2,72.8,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,1,0,0,0,0,0,0,0
3509,M,BLACK,48 or older,4,False,3.0,Specialized,At least some college,0,Property,Greater than 2 to 3 years,10 or more,6 or more,3 or more,5 or more,0,1,False,False,3 or more,3,False,3 or more,0,True,False,False,False,False,True,True,True,False,False,False,False,0,0,0,1,222.75,0.0,0.25,0.0,0.0,0.0,0.0,True,True,True,False,False,0,0,0,0,0,0,0,0
3510,F,BLACK,48 or older,20,False,3.0,Standard,High School Diploma,2,Property,More than 3 years,10 or more,4,3 or more,5 or more,0,3,True,False,3 or more,2,True,3 or more,0,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,201.2,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,True,1,1,0,0,0,0,0,0
