ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3,Training_Sample,Gang_Affiliated_Missing,Avg_Days_per_DrugTest_Missing,DrugTests_THC_Positive_Missing,DrugTests_Cocaine_Positive_Missing,DrugTests_Meth_Positive_Missing,DrugTests_Other_Positive_Missing
2204,M,WHITE,33-37,25,False,6.0,High,At least some college,2,,1-2 years,7,6 or more,0,1,5 or more,5 or more,False,False,1,3,False,0,2 or more,True,False,False,False,True,True,False,False,False,False,False,False,0,6,1,0,18.83333333,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0
2205,M,WHITE,38-42,8,True,10.0,Specialized,High School Diploma,3 or more,Drug,More than 3 years,10 or more,6 or more,1,5 or more,5 or more,5 or more,False,True,3 or more,4 or more,False,3 or more,2 or more,True,False,True,True,False,True,False,False,False,False,False,False,4 or more,7,0,0,62.0,0.0,0.0,0.0,0.0,0.833333333,0.981854839,False,True,False,True,False,1,0,0,0,0,0,0
2206,M,BLACK,33-37,9,False,5.0,Standard,At least some college,3 or more,Property,Less than 1 year,10 or more,5,3 or more,5 or more,2,1,False,True,3 or more,3,True,2,2 or more,False,False,True,False,False,True,False,False,False,False,False,False,0,0,0,0,81.596211269,0.155806915,0.0,0.00632468,0.009361174,0.270588235,1.0,False,True,True,False,False,0,0,1,1,1,1,1
2207,M,BLACK,48 or older,11,False,4.0,Standard,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,10 or more,6 or more,3 or more,5 or more,0,3,False,False,3 or more,3,True,2,0,False,False,False,False,False,True,False,True,False,False,False,False,0,0,0,0,40.822869002,,9.483e-06,0.002400264,0.025984197,1.0,1.0,False,True,False,False,True,0,0,1,1,1,1,1
2208,M,BLACK,48 or older,16,False,2.0,High,High School Diploma,3 or more,Property,Less than 1 year,10 or more,6 or more,3 or more,5 or more,1,5 or more,False,True,1,4 or more,True,3 or more,0,True,False,False,True,False,False,False,False,True,True,True,True,4 or more,10 or more,3 or more,1,43.90909091,0.030303031,0.030303031,0.030303031,0.0,1.0,0.504140787,True,False,False,False,False,1,0,0,0,0,0,0
2209,M,BLACK,28-32,20,False,4.0,,High School Diploma,0,Other,Less than 1 year,3,2,0,2,0,2,False,False,3 or more,0,False,2,0,False,False,False,False,False,False,False,False,False,False,False,False,2,0,0,1,,,0.028230009,0.007660173,0.008333449,0.0,0.0,False,True,False,True,False,1,0,1,1,1,1,1
2210,M,BLACK,33-37,20,False,4.0,,High School Diploma,3 or more,Other,Less than 1 year,3,5,0,0,5 or more,1,False,True,1,4 or more,False,0,2 or more,True,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,67.5,0.0,0.0,0.0,0.0,0.977777778,1.0,False,False,False,False,False,1,0,0,0,0,0,0
2211,M,WHITE,48 or older,17,False,5.0,High,Less than HS diploma,1,Drug,More than 3 years,10 or more,6 or more,1,5 or more,5 or more,4,False,False,3 or more,4 or more,False,1,2 or more,False,False,False,True,False,False,False,False,False,False,False,True,1,0,0,1,76.04605192,0.104066171,0.001671626,0.002829133,0.010037612,0.02284451,0.269159912,True,True,True,False,False,0,0,1,1,1,1,1
2212,M,BLACK,33-37,12,True,6.0,Standard,High School Diploma,1,Violent/Non-Sex,More than 3 years,2,0,1,1,0,0,False,False,1,0,True,0,0,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,2,58.464034296,0.02,0.0,0.0,0.0,,,False,False,False,False,False,0,0,1,0,0,0,0
2213,M,WHITE,38-42,20,False,1.0,High,High School Diploma,0,Property,1-2 years,10 or more,6 or more,1,5 or more,2,2,False,False,2,3,False,3 or more,1,False,False,False,True,False,True,False,True,True,True,False,False,4 or more,10 or more,0,3 or more,24.25806452,0.0,0.032258064,0.0,0.0,1.0,2.914228723,False,True,False,False,True,0,0,0,0,0,0,0
2214,M,BLACK,43-47,11,False,10.0,Standard,Less than HS diploma,0,Property,Greater than 2 to 3 years,10 or more,2,1,5 or more,3,1,False,False,3 or more,1,True,3 or more,2 or more,False,False,False,True,False,True,False,False,False,False,False,False,0,4,0,1,99.4,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0
2215,M,BLACK,43-47,4,False,8.0,High,High School Diploma,0,Violent/Non-Sex,Less than 1 year,10 or more,3,2,4,0,4,True,True,3 or more,1,False,3 or more,0,True,False,False,True,False,False,False,True,False,False,False,False,4 or more,10 or more,0,3 or more,53.66666667,0.333333343,0.166666672,0.0,0.0,1.0,2.0,False,True,True,False,False,1,0,0,0,0,0,0
2216,M,BLACK,38-42,21,False,5.0,Standard,Less than HS diploma,1,Other,Less than 1 year,10 or more,5,1,0,5 or more,5 or more,False,True,1,4 or more,True,0,2 or more,True,False,True,True,False,False,False,False,False,False,False,False,0,0,0,0,96.66666667,0.0,0.0,0.0,0.0,1.0,2.0,False,True,True,False,False,0,0,0,0,0,0,0
2218,M,BLACK,33-37,22,True,6.0,Standard,Less than HS diploma,1,Drug,Greater than 2 to 3 years,10 or more,1,1,1,3,4,False,True,3 or more,2,True,0,2 or more,True,False,False,False,True,False,False,False,False,False,False,False,1,0,0,0,5.615384615,0.0,0.0,0.0,0.0,1.0,1.0,False,True,True,False,False,1,0,0,0,0,0,0
2219,M,WHITE,43-47,10,False,2.0,Specialized,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,10 or more,6 or more,2,4,3,5 or more,False,False,3 or more,4 or more,True,2,1,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,124.5,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,1,0,0,0,0,0,0
2220,M,WHITE,43-47,5,False,6.0,Standard,Less than HS diploma,0,Property,1-2 years,10 or more,6 or more,0,5 or more,2,4,False,False,0,4 or more,False,2,1,False,False,False,False,True,True,False,True,False,False,False,False,0,0,0,3 or more,109.6,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,True,0,0,0,0,0,0,0
2221,M,BLACK,38-42,18,False,9.0,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,7,0,3 or more,1,2,0,False,True,2,0,True,0,1,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,2,46.3,0.0,0.0,0.0,0.0,0.982721382,1.57775378,False,True,False,True,False,0,0,0,0,0,0,0
2222,M,BLACK,48 or older,7,False,10.0,Standard,High School Diploma,1,Property,1-2 years,10 or more,1,3 or more,5 or more,3,5 or more,False,False,3 or more,3,True,3 or more,2 or more,True,False,False,False,True,True,True,False,False,False,True,False,4 or more,0,0,3 or more,65.66666667,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0
2223,M,WHITE,33-37,7,False,1.0,High,Less than HS diploma,1,,More than 3 years,3,6 or more,1,1,1,5 or more,False,False,0,4 or more,False,1,0,False,False,False,False,False,False,False,False,False,False,False,False,0,5,0,0,146.3333333,0.0,0.0,0.0,0.0,0.049354594,0.277334852,False,True,True,False,False,0,0,0,0,0,0,0
2224,M,WHITE,48 or older,8,False,4.0,Specialized,High School Diploma,3 or more,Property,More than 3 years,4,6 or more,0,4,0,3,False,True,3 or more,4 or more,False,3 or more,0,True,False,False,False,False,False,False,False,False,False,False,False,0,6,0,1,129.064714313,0.0,0.0,0.100000001,0.0,,,False,False,False,False,False,1,0,1,0,0,0,0
2225,M,BLACK,28-32,8,False,4.0,Standard,Less than HS diploma,3 or more,,Less than 1 year,3,0,0,0,3,0,False,False,2,0,False,0,2 or more,False,False,False,False,False,True,True,False,False,False,False,False,0,0,0,0,16.571780333,0.077720497,0.0,6.7e-08,0.001101096,1.0,1.974324324,False,False,False,False,False,0,0,1,1,1,1,1
2226,M,BLACK,43-47,22,False,3.0,Specialized,High School Diploma,3 or more,Other,Greater than 2 to 3 years,3,4,1,2,0,1,False,False,1,0,False,0,0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,195.4,0.0,0.0,0.0,0.0,0.735926305,0.747697032,False,True,False,True,False,1,0,0,0,0,0,0
2227,M,BLACK,48 or older,2,False,,,High School Diploma,3 or more,Other,Less than 1 year,10 or more,6 or more,3 or more,5 or more,3,2,True,True,3 or more,4 or more,True,3 or more,2 or more,True,False,False,False,False,False,False,True,False,False,True,False,0,0,0,1,83.6,0.0,0.0,0.0,0.0,0.186602871,0.873803828,False,False,False,False,False,0,0,0,0,0,0,0
2228,M,BLACK,33-37,10,False,9.0,Specialized,High School Diploma,2,Other,Less than 1 year,8,5,1,2,5 or more,2,False,True,0,4 or more,True,1,2 or more,True,False,True,True,False,False,False,False,False,False,False,False,0,0,0,1,41.80769231,0.0,0.0,0.0,0.0,0.632014719,0.672033119,False,True,False,False,True,1,0,0,0,0,0,0
2229,M,BLACK,33-37,18,False,9.0,Specialized,Less than HS diploma,0,Drug,Greater than 2 to 3 years,8,4,2,3,3,4,True,False,2,0,True,1,2 or more,True,False,False,False,True,True,False,False,False,True,True,False,4 or more,10 or more,3 or more,0,248.0,0.25,0.125,0.0,0.0,0.806451613,0.184097782,False,False,False,False,False,1,0,0,0,0,0,0
2230,M,BLACK,38-42,14,False,3.0,,Less than HS diploma,0,Drug,Less than 1 year,10 or more,4,3 or more,0,5 or more,4,True,True,3 or more,4 or more,True,0,2 or more,True,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,203.949761363,0.567251316,0.030547146,0.001386886,0.001835696,0.0,0.0,True,False,False,False,False,1,0,1,1,1,1,1
2231,M,BLACK,33-37,19,False,10.0,Specialized,Less than HS diploma,2,Property,More than 3 years,10 or more,6 or more,2,4,5 or more,5 or more,False,False,3 or more,4 or more,False,3 or more,2 or more,True,False,False,True,True,False,False,False,False,True,True,False,4 or more,0,0,3 or more,119.6666667,0.0,0.0,0.0,0.0,1.0,1.017409471,False,False,False,False,False,1,0,0,0,0,0,0
2232,M,BLACK,33-37,14,False,7.0,High,High School Diploma,0,Drug,1-2 years,8,6 or more,0,4,3,5 or more,False,False,3 or more,3,False,2,2 or more,True,False,False,False,False,False,True,True,False,False,False,False,2,0,0,1,335.25,0.0,0.0,0.0,0.0,1.0,0.817114094,False,False,False,False,False,1,0,0,0,0,0,0
2233,M,WHITE,33-37,17,True,5.0,,Less than HS diploma,3 or more,Property,1-2 years,10 or more,6 or more,3 or more,5 or more,2,5 or more,True,True,2,4 or more,True,1,2 or more,True,False,True,False,False,True,True,False,False,True,True,False,4 or more,0,0,0,12.516921171,0.414455112,0.000744413,0.019535896,0.070938705,0.0,0.0,True,True,True,False,False,1,0,1,1,1,1,1
2234,M,BLACK,33-37,8,False,2.0,Standard,Less than HS diploma,0,Drug,Greater than 2 to 3 years,6,0,0,0,3,3,False,False,2,0,False,0,2 or more,False,False,False,True,False,True,True,False,False,False,False,False,0,10 or more,1,0,337.6,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,1,0,0,0,0,0,0
2235,M,BLACK,48 or older,20,False,2.0,Standard,High School Diploma,3 or more,Property,Less than 1 year,8,5,1,5 or more,0,4,False,False,2,4 or more,True,3 or more,0,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,1,374.0,1.0,0.0,0.0,0.0,1.0,1.953208556,False,True,False,False,True,0,0,0,0,0,0,0
2236,F,WHITE,28-32,14,False,6.0,Standard,At least some college,0,Property,Less than 1 year,5,3,0,2,1,4,False,False,1,1,False,1,0,False,False,False,False,True,True,False,False,False,False,True,False,0,5,0,1,10.77777778,0.0,0.0,0.0,0.055555556,1.0,2.824097938,False,False,False,False,False,1,1,0,0,0,0,0
2237,M,BLACK,33-37,6,False,8.0,Standard,High School Diploma,2,Other,1-2 years,10 or more,6 or more,2,4,5 or more,5 or more,False,False,3 or more,4 or more,False,2,2 or more,True,False,False,False,False,True,True,False,False,False,False,False,4 or more,10 or more,3 or more,1,37.35,0.150000006,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,0,0,0,0,0,0,0
2238,M,WHITE,48 or older,14,False,2.0,,High School Diploma,2,Violent/Non-Sex,1-2 years,9,4,3 or more,1,1,1,False,True,3 or more,3,True,1,0,False,False,True,True,False,True,False,True,False,True,False,True,4 or more,10 or more,1,2,20.75324675,0.064935066,0.0,0.025974026,0.025974026,0.663954944,0.228566959,True,True,False,False,True,1,0,0,0,0,0,0
2239,M,BLACK,43-47,1,False,8.0,High,High School Diploma,1,Violent/Non-Sex,Greater than 2 to 3 years,4,1,3 or more,1,0,0,False,False,2,1,True,1,0,False,False,False,True,False,False,False,False,False,True,False,True,4 or more,6,0,3 or more,221.0,0.285714298,0.285714298,0.0,0.0,0.917259211,0.708306399,False,True,False,True,False,0,0,0,0,0,0,0
2241,M,WHITE,33-37,6,True,7.0,High,High School Diploma,1,Drug,Greater than 2 to 3 years,10 or more,6 or more,2,2,4,5 or more,True,False,3 or more,4 or more,False,2,2 or more,True,False,False,False,True,True,True,False,False,True,True,True,4 or more,1,0,3 or more,29.9,0.0,0.0,0.0,0.100000001,0.7090301,1.0,True,True,True,False,False,1,0,0,0,0,0,0
2242,M,BLACK,48 or older,6,False,8.0,High,At least some college,0,Property,Greater than 2 to 3 years,10 or more,4,0,5 or more,5 or more,5 or more,False,True,3 or more,3,False,3 or more,2 or more,True,False,True,False,False,True,True,False,False,False,False,False,0,0,0,1,47.25,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0,0,0,0,0
2243,M,BLACK,33-37,18,False,4.0,Specialized,Less than HS diploma,1,Other,1-2 years,7,3,1,1,1,3,False,False,2,3,False,1,0,False,False,False,False,False,False,False,True,True,True,True,False,4 or more,2,0,0,16.625,0.09375,0.09375,0.0,0.0,0.921052632,0.68656015,False,False,False,False,False,1,0,0,0,0,0,0
2244,M,WHITE,33-37,8,False,7.0,High,High School Diploma,1,Property,1-2 years,7,6 or more,1,5 or more,0,5 or more,True,False,2,1,False,2,0,True,False,False,False,True,True,False,True,False,False,False,False,0,0,0,0,54.41666667,0.083333336,0.0,0.0,0.0,0.967840735,0.559341501,False,False,False,False,False,1,0,0,0,0,0,0
2245,M,WHITE,48 or older,14,False,3.0,Standard,At least some college,2,Property,Less than 1 year,10 or more,6 or more,0,5 or more,2,3,False,False,3 or more,0,False,3 or more,1,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,35.423081904,0.23122743,2.1662e-05,0.006310376,0.019458119,1.0,0.971409574,False,True,False,False,True,1,0,1,1,1,1,1
2246,M,WHITE,38-42,24,False,4.0,,High School Diploma,3 or more,Drug,1-2 years,4,6 or more,2,1,3,4,False,True,2,0,False,0,2 or more,False,False,False,False,False,True,True,False,False,False,False,False,0,6,0,0,624.3333333,0.0,0.0,0.0,0.0,0.138280833,0.195008009,False,False,False,False,False,1,0,0,0,0,0,0
2247,M,BLACK,43-47,2,False,3.0,Standard,Less than HS diploma,2,,More than 3 years,10 or more,6 or more,3 or more,3,5 or more,3,False,True,2,4 or more,True,1,1,True,False,False,True,True,False,False,False,True,False,False,False,2,0,0,1,150.0,0.0,0.0,0.0,0.0,0.842666667,1.461,False,False,False,False,False,1,0,0,0,0,0,0
2248,M,BLACK,28-32,2,False,5.0,Standard,At least some college,3 or more,Violent/Non-Sex,1-2 years,6,1,1,0,3,1,False,False,3 or more,1,True,0,2 or more,False,False,False,False,True,True,False,True,False,False,False,True,0,6,0,2,286.3333333,0.0,0.0,0.0,0.0,1.0,1.275611176,False,False,False,False,False,1,0,0,0,0,0,0
2249,M,WHITE,48 or older,8,False,5.0,Standard,At least some college,2,Property,Greater than 2 to 3 years,10 or more,6 or more,0,5 or more,0,5 or more,False,False,3 or more,4 or more,False,3 or more,1,True,False,False,False,False,True,False,False,False,False,False,True,2,6,1,1,40.968524799,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,1,0,1,0,0,0,0
2250,M,BLACK,33-37,19,True,9.0,Specialized,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,False,True,0,0,True,0,0,False,False,False,False,False,True,True,True,False,False,False,False,0,0,0,3 or more,25.75,0.25,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0,0,0,0,0
2251,M,BLACK,38-42,19,False,6.0,High,Less than HS diploma,2,Drug,More than 3 years,10 or more,6 or more,3 or more,5 or more,1,4,True,True,3 or more,4 or more,True,1,1,True,False,True,True,False,False,False,False,False,False,False,False,0,9,1,0,98.368690012,0.034156821,0.011266922,0.012120844,,0.0,0.0,True,True,True,False,False,1,0,1,1,1,1,1
2252,M,WHITE,38-42,16,False,5.0,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,5,2,3 or more,1,0,3,False,False,2,0,True,0,0,False,False,False,False,False,True,True,True,False,False,False,False,0,6,0,1,31.2,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,1,0,0,0,0,0,0
2253,M,BLACK,43-47,19,False,5.0,Specialized,High School Diploma,1,Violent/Non-Sex,More than 3 years,10 or more,0,3 or more,2,3,5 or more,False,True,3 or more,1,True,1,2 or more,True,False,False,False,False,True,True,False,False,False,False,True,1,0,0,3 or more,7.041666667,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0,0,0,0,0
2254,M,WHITE,28-32,11,True,6.0,Specialized,At least some college,3 or more,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,False,False,1,0,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,86.742555243,0.0,0.0,0.0,0.0,,,False,False,False,False,False,1,0,1,0,0,0,0
2255,M,BLACK,38-42,5,True,5.0,Specialized,Less than HS diploma,2,Violent/Non-Sex,1-2 years,8,3,1,3,4,2,False,True,3 or more,3,True,3 or more,2 or more,True,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,462.0,0.0,0.0,0.0,0.0,0.305194805,0.790584416,False,False,False,False,False,1,0,0,0,0,0,0
2256,M,WHITE,48 or older,8,False,6.0,High,High School Diploma,2,Drug,1-2 years,6,6 or more,0,5 or more,5 or more,3,False,False,3 or more,4 or more,False,3 or more,2 or more,True,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,93.033359879,0.067582056,0.033166413,0.00397276,0.055824699,0.0,0.0,True,True,True,False,False,1,0,1,1,1,1,1
2257,M,BLACK,33-37,22,False,9.0,Specialized,High School Diploma,0,Drug,1-2 years,7,4,2,2,4,3,False,False,1,2,False,1,2 or more,False,False,False,False,False,True,False,False,False,False,False,False,4 or more,10 or more,2,0,25.64814815,0.074074075,0.0,0.0,0.0,0.423826715,0.527436823,False,False,False,False,False,1,0,0,0,0,0,0
2258,M,WHITE,38-42,16,False,6.0,High,High School Diploma,0,Violent/Non-Sex,1-2 years,6,1,3 or more,1,0,1,True,False,1,2,True,0,0,False,False,False,True,False,True,True,False,False,False,False,False,1,6,0,0,24.22580645,0.032258064,0.0,0.0,0.0,1.0,0.972703063,False,True,False,False,True,0,0,0,0,0,0,0
2259,M,BLACK,28-32,5,True,7.0,Standard,Less than HS diploma,3 or more,,1-2 years,5,2,1,0,5 or more,2,False,False,2,1,False,0,2 or more,True,False,False,True,False,False,False,False,False,False,False,False,1,5,0,0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0,0,0,0,0
2260,M,BLACK,33-37,19,False,7.0,High,Less than HS diploma,1,,Greater than 2 to 3 years,10 or more,4,3 or more,3,0,2,False,True,3 or more,2,True,3 or more,0,True,False,True,False,False,False,True,True,False,False,False,False,0,0,0,1,100.283933227,,,0.000181302,0.000347929,0.0,0.0,False,True,True,False,False,1,0,1,1,1,1,1
2261,M,BLACK,33-37,11,False,7.0,High,Less than HS diploma,3 or more,,Less than 1 year,9,4,0,5 or more,1,3,False,False,1,1,False,2,1,False,False,False,False,False,True,True,True,False,False,False,False,0,0,0,2,453.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0,0,0,0,0
2262,M,BLACK,48 or older,23,False,6.0,Standard,High School Diploma,0,Property,1-2 years,10 or more,6 or more,0,5 or more,5 or more,4,False,False,3 or more,4 or more,False,3 or more,2 or more,True,False,False,True,False,True,True,False,False,False,False,False,0,0,0,0,,0.019319215,7.3689e-05,0.043730475,0.004819714,0.177374302,0.510125698,False,True,True,False,False,1,0,1,1,1,1,1
2263,M,WHITE,33-37,1,False,10.0,Specialized,High School Diploma,0,Property,More than 3 years,5,1,2,2,1,1,False,True,3 or more,1,False,3 or more,1,True,False,False,True,False,True,True,False,False,True,True,True,4 or more,3,2,3 or more,70.9375,0.1875,0.0625,0.0625,0.0,0.0,0.0,False,False,False,False,False,1,0,0,0,0,0,0
2264,M,BLACK,38-42,3,True,8.0,High,Less than HS diploma,0,Drug,1-2 years,9,3,2,1,4,4,False,True,1,0,False,0,1,False,False,False,True,False,False,False,False,False,False,False,False,0,2,1,2,423.2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0,0,0,0,0
2265,M,WHITE,43-47,24,False,4.0,,High School Diploma,2,Other,1-2 years,10 or more,6 or more,3 or more,5 or more,1,5 or more,False,False,3 or more,4 or more,False,1,0,True,False,False,True,False,False,False,False,False,False,False,False,3,6,0,0,53.61904762,0.0,0.0,0.047619049,0.0,0.809946714,0.648756661,False,False,False,False,False,1,0,0,0,0,0,0
2266,M,BLACK,33-37,6,False,8.0,Specialized,Less than HS diploma,0,Property,Greater than 2 to 3 years,10 or more,4,2,5 or more,0,5 or more,False,False,3 or more,3,True,3 or more,0,True,False,False,False,False,True,False,False,True,False,False,False,4 or more,0,0,0,16.27272727,0.090909094,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0
2267,M,BLACK,38-42,2,True,10.0,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,7,1,3 or more,1,2,1,False,True,1,2,True,0,1,True,False,False,False,False,False,False,False,True,True,False,False,0,5,3 or more,0,13.54545455,0.181818187,0.0,0.0,0.0,0.939597315,1.0,False,True,True,False,False,1,0,0,0,0,0,0
