Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3,Avg_Days_per_DrugTest_Missing,DrugTests_THC_Positive_Missing,Prison_Offense_Missing
M,BLACK,28-32,11,False,9.0,Specialized,Less than HS diploma,2,Violent/Non-Sex,More than 3 years,10 or more,6 or more,3 or more,5 or more,0,0,False,True,3 or more,1,True,3 or more,0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,147.1666667,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,WHITE,33-37,15,False,6.0,Specialized,High School Diploma,3 or more,Property,Greater than 2 to 3 years,7,5,1,5 or more,0,4,False,False,0,1,False,3 or more,0,True,False,False,False,True,True,False,True,False,False,False,False,0,6,0,3 or more,62.5,0.0,0.0,0.0,0.0,1.0,0.834857143,False,False,False,False,False,0,0,0
M,BLACK,28-32,5,False,5.0,Specialized,High School Diploma,3 or more,Violent/Sex,More than 3 years,2,0,1,0,0,0,False,False,1,0,False,0,0,False,False,False,False,False,False,False,True,False,True,False,False,0,10 or more,0,0,46.25,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,BLACK,33-37,11,False,9.0,High,High School Diploma,3 or more,Violent/Non-Sex,Less than 1 year,10 or more,6 or more,3 or more,5 or more,0,0,False,False,1,3,True,2,0,False,True,False,False,False,True,True,True,False,True,False,False,4 or more,9,2,3 or more,239.7,0.300000012,0.0,0.0,0.0,0.080100125,0.152377972,False,True,True,False,False,0,0,0
M,BLACK,28-32,15,True,9.0,Specialized,High School Diploma,0,Other,1-2 years,9,2,0,0,5 or more,5 or more,False,False,2,4 or more,False,1,2 or more,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,338.0,0.0,0.0,0.0,0.0,0.066863905,0.21612426,False,True,True,False,False,0,0,0
M,WHITE,28-32,21,False,8.0,Standard,High School Diploma,3 or more,Property,More than 3 years,10 or more,4,0,5 or more,0,5 or more,False,False,3 or more,2,False,3 or more,0,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,175.3333333,0.0,0.0,0.0,0.0,0.30608365,0.694391635,False,True,True,False,False,0,0,0
M,BLACK,48 or older,25,False,5.0,Specialized,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,4,1,2,2,0,0,False,False,3 or more,1,True,2,0,False,False,False,False,False,False,False,False,False,False,False,False,4 or more,9,0,3 or more,38.73913043,0.043478262,0.0,0.0,0.0,1.0,0.40993266,True,True,False,False,True,0,0,0
M,BLACK,28-32,19,False,6.0,Standard,Less than HS diploma,1,Drug,Greater than 2 to 3 years,6,6 or more,1,1,3,5 or more,False,False,2,3,True,1,2 or more,True,False,False,False,False,True,True,False,False,False,False,False,0,0,0,0,306.0,0.0,0.0,0.0,0.0,0.405228758,0.596813725,False,True,True,False,False,0,0,0
M,BLACK,28-32,4,True,7.0,Standard,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,5,0,2,0,2,0,True,True,0,0,False,0,0,False,False,False,False,False,True,True,True,False,False,False,False,0,0,0,0,3.166666667,0.0,0.0,0.0,0.0,1.0,1.0,False,False,False,False,False,0,0,0
M,WHITE,28-32,7,False,7.0,High,High School Diploma,0,Violent/Non-Sex,1-2 years,5,6 or more,1,3,2,5 or more,False,False,2,4 or more,True,3 or more,2 or more,True,False,False,False,False,True,True,False,False,False,False,False,0,10 or more,2,1,39.24,0.039999999,0.0,0.0,0.0,0.73598369,1.489296636,False,False,False,False,False,0,0,0
M,BLACK,28-32,11,False,10.0,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,4,1,1,1,1,0,False,True,0,0,True,0,0,False,False,True,False,False,True,True,True,False,False,False,False,0,0,2,1,71.44444444,0.111111112,0.0,0.0,0.0,1.0,0.568040435,False,False,False,False,False,0,0,0
M,BLACK,28-32,20,True,9.0,Specialized,High School Diploma,3 or more,Property,More than 3 years,7,4,0,1,5 or more,4,False,True,3 or more,3,False,0,2 or more,False,False,False,False,False,True,True,False,False,True,True,False,1,3,2,1,42.61538462,0.115384616,0.0,0.0,0.07692308,0.0,0.0,False,True,False,False,True,0,0,1
M,BLACK,48 or older,15,True,4.0,Specialized,Less than HS diploma,2,Violent/Non-Sex,More than 3 years,6,0,3 or more,3,0,0,False,False,2,1,True,1,0,False,True,False,False,False,True,True,True,False,False,False,False,0,0,0,2,33.0,0.0,0.0,0.0,0.0,0.995670996,1.0,False,True,True,False,False,0,0,0
F,WHITE,33-37,5,False,8.0,High,Less than HS diploma,3 or more,Property,More than 3 years,9,6 or more,2,3,2,5 or more,False,False,3 or more,2,True,1,2 or more,True,False,False,False,True,True,True,True,False,True,False,True,4 or more,10 or more,3 or more,2,9.140350877,0.01754386,0.01754386,0.03508772,0.0,0.0,0.0,False,False,False,False,False,0,0,0
M,BLACK,28-32,6,False,9.0,Specialized,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,7,4,2,2,2,1,False,True,1,2,True,1,2 or more,False,False,True,False,False,False,True,True,True,False,False,False,0,5,1,0,15.11111111,0.0,0.037037037,0.0,0.037037037,0.916666667,0.895220588,False,True,False,False,True,0,0,0
M,WHITE,33-37,4,True,8.0,High,High School Diploma,2,Violent/Non-Sex,More than 3 years,4,5,3 or more,2,2,3,False,False,1,4 or more,True,1,2 or more,False,False,False,False,True,False,False,False,False,False,False,False,3,10 or more,0,0,27.33333333,0.166666672,0.166666672,0.166666672,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,BLACK,23-27,23,True,10.0,Specialized,Less than HS diploma,1,Property,1-2 years,9,2,2,5 or more,0,3,False,False,1,2,False,3 or more,0,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,3 or more,140.4,0.0,0.0,0.0,0.0,0.368945869,0.520299145,False,False,False,False,False,0,0,0
M,BLACK,28-32,10,False,7.0,Specialized,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,8,3,3 or more,0,3,1,False,True,3 or more,1,True,0,2 or more,False,False,True,False,False,True,True,True,False,False,False,False,0,0,0,0,285.6666667,0.0,0.0,0.0,0.0,0.324387398,0.852392065,False,True,True,False,False,0,0,0
F,BLACK,48 or older,4,False,5.0,Standard,At least some college,3 or more,Drug,Greater than 2 to 3 years,10 or more,6 or more,0,3,5 or more,5 or more,False,False,3 or more,2,False,1,2 or more,True,False,False,False,True,True,False,False,False,False,False,False,0,5,0,0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0
M,WHITE,43-47,17,False,5.0,Standard,Less than HS diploma,2,Other,1-2 years,10 or more,6 or more,2,5 or more,2,5 or more,False,False,3 or more,4 or more,False,3 or more,0,True,False,False,False,False,True,True,False,False,False,False,False,0,10 or more,0,0,15.90909091,0.090909094,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0
M,BLACK,28-32,12,True,8.0,Standard,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,4,1,3 or more,0,0,1,False,True,0,0,True,0,0,False,False,True,False,False,True,True,False,False,False,False,False,2,0,0,2,44.26923077,0.0,0.0,0.0,0.0,0.798436142,0.634665508,False,True,False,False,True,0,0,0
F,WHITE,23-27,17,False,10.0,Specialized,High School Diploma,2,Other,1-2 years,7,2,1,0,2,5 or more,False,False,1,0,False,0,2 or more,False,False,False,False,True,True,True,False,False,False,True,True,0,10 or more,1,3 or more,17.78947368,0.0,0.0,0.0,0.0,1.0,2.0,False,True,True,False,False,0,0,0
M,BLACK,38-42,4,False,5.0,Standard,High School Diploma,3 or more,Property,More than 3 years,10 or more,2,0,5 or more,0,3,False,True,1,1,False,1,0,False,False,False,False,True,False,False,False,False,False,True,True,4 or more,0,0,1,61.78571429,0.0,0.0,0.0,0.0,0.419653179,0.422254335,False,False,False,False,False,0,0,0
M,WHITE,28-32,20,False,7.0,High,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,4,3,2,1,1,1,False,False,1,2,False,1,0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,136.8333333,0.0,0.0,0.0,0.0,1.0,0.444884287,False,False,False,False,False,0,0,0
F,WHITE,33-37,21,False,1.0,Standard,High School Diploma,3 or more,Property,Greater than 2 to 3 years,10 or more,2,0,5 or more,3,5 or more,False,False,0,1,False,3 or more,0,True,False,False,True,False,True,True,False,False,False,False,False,0,5,0,2,40.1,0.0,0.0,0.0,0.0,0.992518703,0.91084788,False,True,False,True,False,0,0,0
M,BLACK,33-37,6,False,1.0,High,Less than HS diploma,3 or more,Violent/Non-Sex,1-2 years,10 or more,4,3 or more,5 or more,5 or more,3,True,True,3 or more,2,True,1,2 or more,False,False,True,True,False,True,True,True,True,False,False,False,4 or more,8,0,0,6.875,0.0,0.025,0.0,0.0,0.0,0.0,False,True,False,True,False,0,0,0
M,BLACK,33-37,6,False,10.0,Specialized,High School Diploma,2,Property,Greater than 2 to 3 years,10 or more,6 or more,3 or more,5 or more,5 or more,5 or more,True,True,3 or more,4 or more,True,3 or more,1,False,True,False,True,False,False,True,True,False,False,True,True,0,0,0,3 or more,8.25,0.25,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,1
M,WHITE,28-32,17,False,7.0,Specialized,Less than HS diploma,1,Property,Greater than 2 to 3 years,6,4,2,0,4,1,False,True,1,4 or more,True,0,1,True,False,False,False,False,True,True,True,False,False,False,False,0,0,0,1,179.8888889,0.0,0.0,0.0,0.0,0.659048796,0.451204447,False,True,False,False,True,0,0,1
M,BLACK,33-37,19,False,9.0,Specialized,At least some college,0,Drug,Greater than 2 to 3 years,6,6 or more,3 or more,1,2,5 or more,False,False,1,4 or more,True,0,1,True,False,False,True,False,True,True,False,False,False,False,False,0,0,0,0,39.0,0.333333343,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,WHITE,38-42,9,False,7.0,High,High School Diploma,3 or more,Other,1-2 years,10 or more,6 or more,1,5 or more,5 or more,5 or more,False,False,2,4 or more,False,3 or more,2 or more,True,False,False,False,True,True,True,False,False,False,False,False,4 or more,10 or more,3 or more,1,68.27777778,0.055555556,0.0,0.111111112,0.055555556,0.075671277,0.29719284,False,True,False,True,False,0,0,0
M,WHITE,28-32,6,False,7.0,High,Less than HS diploma,1,Property,Less than 1 year,10 or more,4,0,5 or more,0,5 or more,False,False,2,3,False,3 or more,0,False,False,False,False,False,True,False,True,False,True,False,False,3,0,0,0,53.75,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,BLACK,48 or older,14,False,7.0,Standard,Less than HS diploma,0,Property,Greater than 2 to 3 years,8,1,3 or more,2,1,1,False,True,3 or more,1,True,0,0,False,False,True,True,False,True,False,True,False,False,False,False,3,0,0,1,72.42857143,0.0,0.0,0.0,0.0,1.0,0.720414201,True,False,False,False,False,0,0,0
M,WHITE,28-32,22,True,8.0,Specialized,Less than HS diploma,0,Other,Greater than 2 to 3 years,9,6 or more,0,1,3,5 or more,False,False,1,4 or more,False,1,2 or more,True,False,False,False,True,True,False,True,True,True,True,False,4 or more,0,0,1,15.55555556,0.0,0.0,0.0,0.0,0.567857143,1.0,False,True,True,False,False,0,0,0
M,WHITE,38-42,14,False,7.0,Standard,High School Diploma,3 or more,Property,Less than 1 year,10 or more,6 or more,0,5 or more,1,5 or more,False,False,3 or more,4 or more,False,3 or more,1,True,False,False,False,True,True,False,False,False,False,False,False,0,0,0,2,76.6,0.0,0.0,0.0,0.0,0.433420366,0.953655352,False,True,True,False,False,0,0,0
F,WHITE,48 or older,14,False,2.0,Standard,Less than HS diploma,2,Drug,1-2 years,4,6 or more,0,0,3,5 or more,False,False,1,4 or more,False,0,2 or more,True,False,False,False,False,True,True,False,False,False,False,False,0,8,0,0,91.30769231,0.07692308,0.15384616,0.0,0.0,0.99663016,0.615417018,False,False,False,False,False,0,0,0
M,BLACK,38-42,22,False,9.0,Specialized,Less than HS diploma,2,Violent/Non-Sex,More than 3 years,10 or more,2,2,5 or more,3,3,False,False,3 or more,1,False,3 or more,0,True,False,False,False,False,True,True,False,False,False,True,True,4 or more,8,0,0,109.0,0.0,0.0,0.0,0.0,0.999165972,0.304628857,True,False,False,False,False,0,0,0
M,BLACK,23-27,1,False,9.0,Specialized,Less than HS diploma,0,Property,1-2 years,10 or more,4,0,5 or more,1,2,False,False,1,3,False,3 or more,0,False,False,False,False,False,True,True,False,False,False,False,False,0,0,0,0,408.5,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,WHITE,28-32,17,False,7.0,High,Less than HS diploma,2,Other,1-2 years,5,5,1,1,2,2,True,False,3 or more,3,False,1,2 or more,True,False,False,False,True,True,False,False,False,True,False,True,4 or more,9,2,0,101.25,0.0,0.0,0.0,0.0,0.832098765,0.901851852,False,True,False,False,True,0,0,0
M,BLACK,23-27,20,True,8.0,Specialized,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,4,2,1,2,0,2,False,True,2,1,False,2,0,False,False,True,False,False,False,False,False,False,False,False,False,2,0,0,2,75.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,WHITE,28-32,4,False,7.0,Specialized,High School Diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,7,6 or more,3 or more,0,2,5 or more,True,False,1,4 or more,True,0,0,True,False,False,False,False,False,True,True,False,False,False,False,2,0,0,1,78.0,0.0,0.0,0.0,0.0,1.0,2.341346154,False,True,False,True,False,0,0,0
M,BLACK,38-42,3,False,9.0,High,Less than HS diploma,0,Drug,Greater than 2 to 3 years,10 or more,5,2,4,5 or more,5 or more,False,True,3 or more,4 or more,True,1,2 or more,True,False,True,True,False,False,False,False,False,False,False,False,0,10 or more,1,2,75.55555556,0.111111112,0.0,0.0,0.0,0.397794118,0.805698529,False,False,False,False,False,0,0,0
M,WHITE,28-32,7,False,10.0,Specialized,High School Diploma,2,Property,1-2 years,7,6 or more,3 or more,4,2,3,False,False,1,3,True,2,1,False,False,False,False,True,True,False,False,False,False,False,True,0,8,0,2,15.77777778,0.111111112,0.0,0.0,0.055555556,0.0,0.0,False,True,False,True,False,0,0,0
M,BLACK,28-32,6,True,10.0,Specialized,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,10 or more,2,3 or more,5 or more,0,0,False,True,2,3,True,3 or more,0,False,False,False,False,False,False,False,False,False,True,False,False,2,10 or more,3 or more,3 or more,41.19354839,0.0,0.0,0.0,0.0,0.559122944,0.572043853,False,True,False,False,True,0,0,0
M,WHITE,48 or older,17,False,10.0,Standard,High School Diploma,1,Drug,1-2 years,10 or more,6 or more,3 or more,5 or more,5 or more,5 or more,True,True,3 or more,4 or more,True,0,2 or more,False,False,True,False,False,False,True,True,False,True,True,False,4 or more,2,0,3 or more,19.75,0.0,0.0,0.1875,0.0625,0.860759494,1.0,False,True,True,False,False,0,0,0
M,WHITE,33-37,22,True,9.0,Specialized,Less than HS diploma,3 or more,Other,Less than 1 year,10 or more,6 or more,0,5 or more,2,5 or more,False,False,3 or more,4 or more,False,3 or more,0,True,False,False,False,True,True,False,False,False,False,False,False,0,8,3 or more,0,22.0,0.083333336,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,0,0,0
M,BLACK,28-32,20,False,7.0,High,High School Diploma,3 or more,Violent/Non-Sex,1-2 years,5,4,3 or more,1,2,3,True,False,3 or more,2,True,0,2 or more,False,True,False,True,False,False,False,False,False,False,False,False,1,0,0,3 or more,182.125,0.125,0.0,0.0,0.0,1.0,1.002745367,False,False,False,False,False,0,0,0
M,WHITE,48 or older,20,False,8.0,Specialized,High School Diploma,0,Violent/Sex,More than 3 years,10 or more,6 or more,3 or more,2,3,3,False,False,3 or more,2,True,2,1,False,False,False,False,True,False,False,True,True,False,False,False,4 or more,10 or more,0,3 or more,31.94117647,0.0,0.029411765,0.0,0.0,0.79281768,0.672651934,True,True,False,False,True,0,0,0
M,BLACK,33-37,5,False,9.0,Standard,High School Diploma,3 or more,Violent/Non-Sex,1-2 years,10 or more,6 or more,3 or more,3,5 or more,5 or more,True,False,3 or more,4 or more,True,1,2 or more,True,True,False,False,False,True,False,True,False,False,False,False,0,0,0,1,93.4,0.0,0.0,0.0,0.0,1.0,1.564239829,False,True,False,True,False,0,0,0
M,BLACK,33-37,15,False,3.0,Standard,High School Diploma,3 or more,Drug,Less than 1 year,10 or more,6 or more,1,5 or more,5 or more,5 or more,True,True,3 or more,4 or more,True,3 or more,2 or more,True,True,False,True,False,True,True,False,False,True,False,False,4 or more,5,3 or more,2,38.66666667,0.200000003,0.06666667,0.0,0.13333334,0.0,0.0,False,True,False,True,False,0,0,0
M,BLACK,33-37,5,False,9.0,Specialized,High School Diploma,0,Other,1-2 years,4,0,0,0,1,2,False,False,1,0,False,0,2 or more,False,False,False,True,False,False,False,False,False,False,False,False,0,1,0,0,52.75,0.0,0.0,0.0,0.0,0.995260664,1.0,False,False,False,False,False,0,0,0
M,BLACK,48 or older,15,False,2.0,Standard,At least some college,2,Other,Less than 1 year,4,6 or more,1,0,1,3,False,False,2,4 or more,True,0,0,True,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,3.125,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,BLACK,38-42,22,False,6.0,Specialized,High School Diploma,3 or more,Property,Greater than 2 to 3 years,4,6 or more,0,2,0,5 or more,False,False,1,4 or more,False,2,0,True,False,False,False,False,False,True,True,False,False,False,False,0,1,0,0,29.0,0.0,0.0,0.0,0.0,0.58045977,1.0,True,True,True,False,False,0,0,0
M,BLACK,28-32,13,False,9.0,Standard,At least some college,0,Violent/Non-Sex,More than 3 years,3,0,1,2,0,0,False,False,0,2,True,0,0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,80.73333333,0.0,0.0,0.0,0.0,0.946325351,1.508051197,False,False,False,False,False,0,0,0
M,BLACK,33-37,22,False,9.0,Specialized,Less than HS diploma,3 or more,Other,Greater than 2 to 3 years,10 or more,4,2,3,5 or more,5 or more,False,False,3 or more,4 or more,True,2,2 or more,True,False,False,True,False,True,True,False,False,False,True,False,0,6,0,1,36.65,0.0,0.0,0.0,0.0,0.796725784,3.488062756,False,True,False,False,True,0,0,0
M,BLACK,28-32,3,False,4.0,Standard,Less than HS diploma,2,Drug,Less than 1 year,6,2,0,0,5 or more,2,False,False,0,1,False,0,2 or more,False,False,False,False,False,True,True,False,False,False,False,True,0,2,1,0,81.0,0.0,0.0,0.0,0.0,0.47654321,0.901851852,False,True,True,False,False,0,0,1
M,BLACK,48 or older,17,False,4.0,Standard,At least some college,3 or more,Property,1-2 years,5,6 or more,1,5 or more,0,4,False,False,3 or more,4 or more,False,3 or more,0,True,False,False,False,False,True,False,False,False,False,False,False,0,1,3 or more,0,251.0,0.0,0.333333343,0.0,0.0,0.262948207,0.970119522,False,True,True,False,False,0,0,0
F,WHITE,38-42,17,False,9.0,Specialized,At least some college,3 or more,Other,Greater than 2 to 3 years,10 or more,4,1,5 or more,2,3,False,False,3 or more,2,True,3 or more,0,True,False,False,False,False,True,True,False,False,False,False,False,0,10 or more,0,1,53.0,0.0,0.0,0.0,0.0,1.0,1.0,True,True,False,True,False,0,0,0
M,BLACK,48 or older,5,False,2.0,Standard,High School Diploma,1,Property,Less than 1 year,8,3,2,4,2,3,False,False,3 or more,0,False,3 or more,0,True,False,False,False,False,True,False,True,False,True,True,True,3,6,3 or more,1,44.28571429,0.142857149,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,0,0,0
M,BLACK,28-32,18,False,8.0,High,At least some college,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,5,3,3 or more,0,3,1,True,False,2,1,True,0,2 or more,False,False,False,True,False,True,False,False,False,False,False,False,0,0,0,0,168.5,0.5,0.0,0.0,0.0,0.347181009,1.0,False,True,False,True,False,0,0,0
M,WHITE,33-37,1,False,10.0,Specialized,High School Diploma,2,Violent/Non-Sex,1-2 years,8,4,2,0,5 or more,3,False,True,3 or more,2,True,0,2 or more,True,False,False,True,False,True,False,False,False,False,False,False,3,5,1,1,17.28571429,0.0,0.0,0.142857149,0.142857149,0.0,0.0,False,True,True,False,False,0,0,1
M,BLACK,28-32,4,False,9.0,Specialized,Less than HS diploma,1,Property,Greater than 2 to 3 years,4,4,1,2,1,5 or more,False,True,2,4 or more,True,2,1,True,False,False,True,False,False,False,False,False,False,False,False,0,6,0,0,100.3333333,0.0,0.0,0.0,0.0,1.0,2.0,False,True,False,True,False,0,0,0
M,BLACK,33-37,6,False,10.0,Specialized,Less than HS diploma,0,Drug,More than 3 years,10 or more,6 or more,0,3,5 or more,5 or more,False,False,2,3,False,1,2 or more,True,False,False,False,True,False,False,False,False,True,False,False,4 or more,0,0,2,148.75,0.375,0.125,0.0,0.0,0.089915966,0.306932773,False,True,False,True,False,0,0,1
M,BLACK,38-42,19,True,6.0,Specialized,Less than HS diploma,3 or more,Violent/Sex,Greater than 2 to 3 years,10 or more,6 or more,1,0,3,5 or more,True,False,2,4 or more,True,0,2 or more,True,True,False,False,False,False,False,True,True,False,False,False,4 or more,0,0,0,43.09090909,0.090909094,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0
